Name,id,brewery_id,cat_id,style_id,Alcohol By Volume,International Bitterness Units,Standard Reference Method,Universal Product Code,filepath,Description,add_user,last_mod,Style,Category,Brewer,Address,City,State,Country,Coordinates,Website,lat,long,IBU,ABV,beer_id,beer_name,name_abv,name_ibu
Otter Creek Imperial India Pale Ale,5618,959,3,32,11,0,0,0,"","Originally brewed for thirsty British troops stationed on the subcontinent of India, India Pale Ales had to withstand the sea voyage around Africa. Brewers need to take full advantage of two preservatives at the time: hops and alcohol. They increased their hopping rates, doubled  their malt useage to increase alcohol content, and dry-hopped the brew before it set out on its voyage.

Our Imperial IPA carries on this tradition- and then some!  The fruity and citrusy hop aroma intermingles perfectly with an assertive malty backbone.  Our brewers added a generous supply of hops to this brew throughout the entire process to provide an enormous hop flavor and balance the elevated alcohol content.


This beer is 11% alcohol by volume, and 135 IBU!",0,2010-07-22T16:00:00-04:00,Imperial or Double India Pale Ale,North American Ale,Otter Creek Brewing & Wolaver's Organic Ales,793 Exchange Street,Middlebury,Vermont,United States,"44.0197,-73.1693",http://www.ottercreekbrewing.com/,44.0197,-73.1693,0,11,"Name: Otter Creek Imperial India Pale Ale, Brewery: Otter Creek Brewing & Wolaver's Organic Ales, ABV: 11, IBU: 0",Name: Otter Creek Imperial India Pale Ale,ABV: 11,IBU: 0
S.O.S,5904,10,7,77,0,0,0,0,"",Save Our Shores (S.O.S) is an unfiltered weizen pils and has a brilliant golden color. A Charitable Pilsner,555,2011-08-15T07:48:00-04:00,German-Style Pilsener,German Lager,Abita Brewing Company,PO Box 1510,Abita Springs,Louisiana,United States,"30.5049,-89.944",http://www.abita.com/,30.5049,-89.944,0,0,"Name: S.O.S, Brewery: Abita Brewing Company, ABV: 0, IBU: 0",Name: S.O.S,ABV: 0,IBU: 0
Original Munich Premium Lager,3235,972,-1,-1,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Paulaner,"",Munich,"",Germany,"48.1391,11.5802",http://www.paulaner.com/,48.1391,11.5802,0,0,"Name: Original Munich Premium Lager, Brewery: Paulaner, ABV: 0, IBU: 0",Name: Original Munich Premium Lager,ABV: 0,IBU: 0
Honey Wheat,3438,1199,8,95,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Lager,North American Lager,Steve and Clark's Brew Pub and Sausage Co. #2,"",Durham,North Carolina,United States,"35.994,-78.8986","",35.994,-78.8986,0,0,"Name: Honey Wheat, Brewery: Steve and Clark's Brew Pub and Sausage Co. #2, ABV: 0, IBU: 0",Name: Honey Wheat,ABV: 0,IBU: 0
Macadamia Nut Brown Ale,3581,22,-1,-1,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Ali`i Brewing,"",Honolulu,Hawaii,United States,"21.3069,-157.858","",21.3069,-157.858,0,0,"Name: Macadamia Nut Brown Ale, Brewery: Ali`i Brewing, ABV: 0, IBU: 0",Name: Macadamia Nut Brown Ale,ABV: 0,IBU: 0
Stout,3609,751,3,42,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Stout,North American Ale,Kona Brewing,75-5629 Kuakini Highway,Kailua-Kona,Hawaii,United States,"19.642,-155.996",http://www.konabrewingco.com,19.642,-155.996,0,0,"Name: Stout, Brewery: Kona Brewing, ABV: 0, IBU: 0",Name: Stout,ABV: 0,IBU: 0
Rudolf Red Barleywine,3664,964,-1,-1,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Pacific Beach Brewhouse,"",Pacific Beach,California,United States,"32.7978,-117.24","",32.7978,-117.24,0,0,"Name: Rudolf Red Barleywine, Brewery: Pacific Beach Brewhouse, ABV: 0, IBU: 0",Name: Rudolf Red Barleywine,ABV: 0,IBU: 0
Sundown Wheat,4651,831,11,116,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,Light American Wheat Ale or Lager,Other Style,Marshall Brewing Company,618 S. Wheeling Ave,Tulsa,Oklahoma,United States,"36.152,-95.9647",http://marshallbrewing.com,36.152,-95.9647,0,0,"Name: Sundown Wheat, Brewery: Marshall Brewing Company, ABV: 0, IBU: 0",Name: Sundown Wheat,ABV: 0,IBU: 0
Detonator Doppelbock,2342,526,7,90,8,0,0,0,"","",0,2010-07-22T16:00:00-04:00,Traditional German-Style Bock,German Lager,Fish Brewing Company & Fish Tail Brewpub,515 Jefferson Street SE,Olympia,Washington,United States,"47.0437,-122.897",http://www.fishbrewing.com/,47.0437,-122.897,0,8,"Name: Detonator Doppelbock, Brewery: Fish Brewing Company & Fish Tail Brewpub, ABV: 8, IBU: 0",Name: Detonator Doppelbock,ABV: 8,IBU: 0
Allgood Amber Ale,2513,317,3,33,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Amber/Red Ale,North American Ale,Bull & Bush Pub & Brewery,4700 Cherry Creek Drive South,Denver,Colorado,United States,"39.705,-104.936","",39.705,-104.936,0,0,"Name: Allgood Amber Ale, Brewery: Bull & Bush Pub & Brewery, ABV: 0, IBU: 0",Name: Allgood Amber Ale,ABV: 0,IBU: 0
Vlas Kop,2685,298,-1,-1,5.5,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Brouwerij Strubbe,Markt 1,Ichtegem,West-Vlaanderen,Belgium,"51.0923,3.01","",51.0923,3.01,0,5.5,"Name: Vlas Kop, Brewery: Brouwerij Strubbe, ABV: 5.5, IBU: 0",Name: Vlas Kop,ABV: 5.5,IBU: 0
Chapeau PÃªche Lambic,2926,248,5,70,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,Belgian-Style Fruit Lambic,Belgian and French Ale,Brewery De Troch,Langestraat 20,Ternat,Vlaams Brabant,Belgium,"50.853,4.1649","",50.853,4.1649,0,0,"Name: Chapeau PÃªche Lambic, Brewery: Brewery De Troch, ABV: 0, IBU: 0",Name: Chapeau PÃªche Lambic,ABV: 0,IBU: 0
Samuel Adams Cream Stout,4074,157,3,42,0,0,0,0,"","The Cappucino of beers. Roasty, smooth and sweet.

Samuel Adams® Cream Stout is a true cream stout, balancing body and sweetness with the natural spiciness of grain and hand selected English hops. Our Brewers use generous portions of roasted chocolate and caramel malts as well as unroasted barley to impart a fullness of body, a roasty malt character and rich, creamy head. Its dark mahogany color make it almost as easy on the eyes as it is on the palate.",0,2010-07-22T16:00:00-04:00,American-Style Stout,North American Ale,Boston Beer Company,30 Germania Street,Boston,Massachusetts,United States,"42.3144,-71.1034",http://www.samueladams.com/,42.3144,-71.1034,0,0,"Name: Samuel Adams Cream Stout, Brewery: Boston Beer Company, ABV: 0, IBU: 0",Name: Samuel Adams Cream Stout,ABV: 0,IBU: 0
Dark Lord Russian Imperial Stout,4683,1260,3,43,13,0,0,0,"","Gargantuan Russian Stout brewed with coffee, molasses, and honey.",0,2010-07-22T16:00:00-04:00,American-Style Imperial Stout,North American Ale,Three Floyds Brewing,9750 Indiana Parkway,Munster,Indiana,United States,"41.5354,-87.5158",http://www.threefloydspub.com/,41.5354,-87.5158,0,13,"Name: Dark Lord Russian Imperial Stout, Brewery: Three Floyds Brewing, ABV: 13, IBU: 0",Name: Dark Lord Russian Imperial Stout,ABV: 13,IBU: 0
Anniversary Ale,1018,71,1,13,9,0,0,0,"","",0,2010-07-22T16:00:00-04:00,Old Ale,British Ale,Bandana Brewery,"",Mankato,Minnesota,United States,"44.1636,-93.9994","",44.1636,-93.9994,0,9,"Name: Anniversary Ale, Brewery: Bandana Brewery, ABV: 9, IBU: 0",Name: Anniversary Ale,ABV: 9,IBU: 0
El NiÃ±o IPA,1052,527,3,31,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style India Pale Ale,North American Ale,"Fitger's Brewhouse, Brewery and Grill",600 East Superior Street,Duluth,Minnesota,United States,"46.7926,-92.0909","",46.7926,-92.0909,0,0,"Name: El NiÃ±o IPA, Brewery: Fitger's Brewhouse, Brewery and Grill, ABV: 0, IBU: 0",Name: El NiÃ±o IPA,ABV: 0,IBU: 0
Nut Brown Ale,1059,1169,3,38,4.1999998093,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Brown Ale,North American Ale,South Shore Brewery,808 West Main Street,Ashland,Wisconsin,United States,"46.5872,-90.8921","",46.5872,-90.8921,0,4.2,"Name: Nut Brown Ale, Brewery: South Shore Brewery, ABV: 4.2, IBU: 0",Name: Nut Brown Ale,ABV: 4.2,IBU: 0
Old 95,1208,498,1,13,7,0,0,0,"","",0,2010-07-22T16:00:00-04:00,Old Ale,British Ale,Emerson Brewing,14 Wickliffe Street,Dunedin,"",New Zealand,"-45.872,170.518","",-45.872,170.518,0,7,"Name: Old 95, Brewery: Emerson Brewing, ABV: 7, IBU: 0",Name: Old 95,ABV: 7,IBU: 0
Dark Walnut Stout,1316,922,3,42,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Stout,North American Ale,Northwoods Brewpub Grill,3560 Oakwood Mall Drive,Eau Claire,Wisconsin,United States,"44.7776,-91.4433","",44.7776,-91.4433,0,0,"Name: Dark Walnut Stout, Brewery: Northwoods Brewpub Grill, ABV: 0, IBU: 0",Name: Dark Walnut Stout,ABV: 0,IBU: 0
Dort,1433,619,7,90,6.5,0,0,0,"","",0,2010-07-22T16:00:00-04:00,Traditional German-Style Bock,German Lager,Gulpener Bierbrouwerij,Rijksweg 16,Gulpen,"",Netherlands,"50.8109,5.9213","",50.8109,5.9213,0,6.5,"Name: Dort, Brewery: Gulpener Bierbrouwerij, ABV: 6.5, IBU: 0",Name: Dort,ABV: 6.5,IBU: 0
Beer,1546,206,-1,-1,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Brauerei Beck,Am Deich 18-19,Bremen,Bremen,Germany,"53.0787,8.7901","",53.0787,8.7901,0,0,"Name: Beer, Brewery: Brauerei Beck, ABV: 0, IBU: 0",Name: Beer,ABV: 0,IBU: 0
Capital Brown Ale,1701,338,3,38,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Brown Ale,North American Ale,Capital Brewery,7734 Terrace Avenue,Middleton,Wisconsin,United States,"43.0949,-89.5163",http://www.capital-brewery.com/,43.0949,-89.5163,0,0,"Name: Capital Brown Ale, Brewery: Capital Brewery, ABV: 0, IBU: 0",Name: Capital Brown Ale,ABV: 0,IBU: 0
Ur-Bock Hell,1937,484,7,90,6.5,0,0,0,"","",0,2010-07-22T16:00:00-04:00,Traditional German-Style Bock,German Lager,Einbecker Brauhaus AG,Papenstrae 4-7,Einbeck,Niedersachsen,Germany,"51.8162,9.8643","",51.8162,9.8643,0,6.5,"Name: Ur-Bock Hell, Brewery: Einbecker Brauhaus AG, ABV: 6.5, IBU: 0",Name: Ur-Bock Hell,ABV: 6.5,IBU: 0
Malheur Brut Reserve,1965,276,-1,-1,11,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Brouwerij De Landtsheer,Mandekenstraat 179,Buggenhout,Oost-Vlaanderen,Belgium,"51.0228,4.1572","",51.0228,4.1572,0,11,"Name: Malheur Brut Reserve, Brewery: Brouwerij De Landtsheer, ABV: 11, IBU: 0",Name: Malheur Brut Reserve,ABV: 11,IBU: 0
Certified Organic India Pale Ale,185,481,3,26,7,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Pale Ale,North American Ale,Eel River Brewing,1777 Alamar Way,Fortuna,California,United States,"40.5793,-124.153",http://eelriverbrewing.com/,40.5793,-124.153,0,7,"Name: Certified Organic India Pale Ale, Brewery: Eel River Brewing, ABV: 7, IBU: 0",Name: Certified Organic India Pale Ale,ABV: 7,IBU: 0
Eisenbahn Escura,244,369,7,86,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,German-Style Schwarzbier,German Lager,Cervejaria Sudbrack,"Rua Bahia, 5181",Blumenau,Santa Catarina,Brazil,"-26.8914,-49.1223",http://www.eisenbahn.com.br/,-26.8914,-49.1223,0,0,"Name: Eisenbahn Escura, Brewery: Cervejaria Sudbrack, ABV: 0, IBU: 0",Name: Eisenbahn Escura,ABV: 0,IBU: 0
Bos Keun,351,272,5,65,8.8999996185,0,0,0,"","",0,2010-07-22T16:00:00-04:00,Belgian-Style Pale Strong Ale,Belgian and French Ale,Brouwerij De Dolle Brouwers,Roeselarestraat 12b,Esen,West-Vlaanderen,Belgium,"51.0281,2.9038",http://www.dedollebrouwers.be/,51.0281,2.9038,0,8.9,"Name: Bos Keun, Brewery: Brouwerij De Dolle Brouwers, ABV: 8.9, IBU: 0",Name: Bos Keun,ABV: 8.9,IBU: 0
#42 Cream Ale,5104,794,11,113,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Cream Ale or Lager,Other Style,Listermann Brewing Company,1621 Dana Ave.,Cincinnati,Ohio,United States,"39.1456,-84.4741",http://www.listermann.com/,39.1456,-84.4741,0,0,"Name: #42 Cream Ale, Brewery: Listermann Brewing Company, ABV: 0, IBU: 0",Name: #42 Cream Ale,ABV: 0,IBU: 0
Odd Notion Winter 08,5178,812,-1,-1,7.5,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Magic Hat,5 Bartlett Bay Road,South Burlington,Vermont,United States,"44.4284,-73.2131",http://www.magichat.net/,44.4284,-73.2131,0,7.5,"Name: Odd Notion Winter 08, Brewery: Magic Hat, ABV: 7.5, IBU: 0",Name: Odd Notion Winter 08,ABV: 7.5,IBU: 0
Sacramento Bock,5253,1090,7,90,6.5,0,0,0,"",A stronger German lager brewed with lots and lots of Munich malt for a toasty bready like aroma.,0,2010-07-22T16:00:00-04:00,Traditional German-Style Bock,German Lager,Sacramento Brewing Company,2713 El Paseo Lane,Sacramento,California,United States,"38.6191,-121.4",http://sacbrew.blogspot.com/,38.6191,-121.4,0,6.5,"Name: Sacramento Bock, Brewery: Sacramento Brewing Company, ABV: 6.5, IBU: 0",Name: Sacramento Bock,ABV: 6.5,IBU: 0
Capital U.S. Pale Ale,5351,338,3,26,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Pale Ale,North American Ale,Capital Brewery,7734 Terrace Avenue,Middleton,Wisconsin,United States,"43.0949,-89.5163",http://www.capital-brewery.com/,43.0949,-89.5163,0,0,"Name: Capital U.S. Pale Ale, Brewery: Capital Brewery, ABV: 0, IBU: 0",Name: Capital U.S. Pale Ale,ABV: 0,IBU: 0
Barrel Aged Synapse ESB,5376,1250,1,5,6,0,0,0,"","Extra Special Bitter, or ESB, were the benchmark beers for British brewers to serve to their special customers. Brewed with British pale and crystal malt, this reddish copper beer finishes with a subtle dose of English Fuggles hops.",0,2010-07-22T16:00:00-04:00,Extra Special Bitter,British Ale,The Livery,190 5th Street,Benton Harbor,Michigan,United States,"42.1185,-86.4537",http://liverybrew.com/,42.1185,-86.4537,0,6,"Name: Barrel Aged Synapse ESB, Brewery: The Livery, ABV: 6, IBU: 0",Name: Barrel Aged Synapse ESB,ABV: 6,IBU: 0
Wild Wacky Wit,4760,882,5,67,4.8000001907,0,0,0,"","Our Wit (white) beer is an old style Belgian wheat-ale, spiced with Curacao bitter orange peel and corriander. Light and exotic... A party in your mouth!",0,2010-07-22T16:00:00-04:00,Belgian-Style White,Belgian and French Ale,Moon River Brewing Company,21 W. Bay St.,Savannah,Georgia,United States,"32.081,-81.0915",http://www.moonriverbrewing.com/,32.081,-81.0915,0,4.8,"Name: Wild Wacky Wit, Brewery: Moon River Brewing Company, ABV: 4.8, IBU: 0",Name: Wild Wacky Wit,ABV: 4.8,IBU: 0
Old Whiskers,4098,858,4,50,4.5,0,0,0,"","This is our perennial summer seasonal beer, first brewed in Summer 1995 when we opened. 


Affectionately called """"""""Spunky and Chunky"""""""", Old Whiskers Hefeweizen is a traditional Bavarian-style unfiltered wheat beer. Created with equal parts malted wheat and pale two-row malt, Old Whiskers is lightly hopped to style. A unique Bavarian strain of yeast imparts a clove- or banana-like aroma and flavor. (We swear we did not put cloves into the brew. It is the magical powers of The Yeast.) Old Whisker is delicious and refeshing--the perfect summer quencher, served with or without a slice of lemon.",0,2010-07-22T16:00:00-04:00,South German-Style Hefeweizen,German Ale,Midnight Sun Brewing Co.,8111 Dimond Hook Drive,Anchorage,Alaska,United States,"61.1473,-149.844",http://www.midnightsunbrewing.com/,61.1473,-149.844,0,4.5,"Name: Old Whiskers, Brewery: Midnight Sun Brewing Co., ABV: 4.5, IBU: 0",Name: Old Whiskers,ABV: 4.5,IBU: 0
Amber Waves,4151,339,3,33,5.3000001907,0,0,0,"","A medium bodied west coast style amber ale.  This is aggressively hopped with Perle and Cascade hops, and is held together by its sweet malty center.",0,2010-07-22T16:00:00-04:00,American-Style Amber/Red Ale,North American Ale,Capital City Brewing Company,"1100 New York Ave, NW",Washington,District of Columbia,United States,"38.8999,-77.0272",http://www.capcitybrew.com,38.8999,-77.0272,0,5.3,"Name: Amber Waves, Brewery: Capital City Brewing Company, ABV: 5.3, IBU: 0",Name: Amber Waves,ABV: 5.3,IBU: 0
Dead Guy Ale,4172,1072,7,91,6.5,0,0,0,"","Gratefully dedicated to the Rogue in each of us. In the early 1990s Dead Guy Ale was created as a private tap sticker to celebrate the Mayan Day of the Dead (November 1st, All Souls Day) for Casa U Betcha in Portland, Oregon. The Dead Guy design proved popular and was incorporated into a bottled product a few years later with Maierbock as the elixir. Strangely, the association with the Grateful Dead is pure coincidence.


Dead Guy is a German-style Maibock made with Rogues proprietary """"""""PacMan"""""""" ale yeast. It is deep honey in color with a malty aroma, rich hearty flavor and a well balanced finish. Dead Guy is created from Northwest Harrington, Klages, Maier Munich and Carastan malts, along with Perle and Saaz Hops. Dead Guy Ale is available in 22-ounce bottles, 12-ounce 6-pack, and on draft.",0,2010-07-22T16:00:00-04:00,German-Style Heller Bock/Maibock,German Lager,Rogue Ales,2320 SE OSU Drive,Newport,Oregon,United States,"44.6202,-124.052",http://www.rogue.com,44.6202,-124.052,0,6.5,"Name: Dead Guy Ale, Brewery: Rogue Ales, ABV: 6.5, IBU: 0",Name: Dead Guy Ale,ABV: 6.5,IBU: 0
Michelob Golden Pilsner,4391,44,7,77,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,German-Style Pilsener,German Lager,Anheuser-Busch,One Busch Place,Saint Louis,Missouri,United States,"38.5983,-90.209",http://www.anheuser-busch.com/,38.5983,-90.209,0,0,"Name: Michelob Golden Pilsner, Brewery: Anheuser-Busch, ABV: 0, IBU: 0",Name: Michelob Golden Pilsner,ABV: 0,IBU: 0
Iron Arm Belgian Style Wheat,4579,76,5,67,0,0,0,0,"","A Belgian-style summer favorite. Malted wheat, Pale, Munich and Cara Vienna malt, then moderately hopped with Saaz and a double dose of Hallertau. Served unfiltered with an orange wedge, this is fun in a glass.",0,2010-07-22T16:00:00-04:00,Belgian-Style White,Belgian and French Ale,Barley Creek Brewing,RR 1 Box 185,Tannersville,Pennsylvania,United States,"41.0523,-75.3354",http://www.barleycreek.com/,41.0523,-75.3354,0,0,"Name: Iron Arm Belgian Style Wheat, Brewery: Barley Creek Brewing, ABV: 0, IBU: 0",Name: Iron Arm Belgian Style Wheat,ABV: 0,IBU: 0
What the Helles Bock,2020,553,7,90,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,Traditional German-Style Bock,German Lager,Fratellos Restaurant and Brewery,4301 West Wisconsin,Appleton,Wisconsin,United States,"44.2678,-88.4731","",44.2678,-88.4731,0,0,"Name: What the Helles Bock, Brewery: Fratellos Restaurant and Brewery, ABV: 0, IBU: 0",Name: What the Helles Bock,ABV: 0,IBU: 0
Red Amber Ale,2134,1279,3,33,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Amber/Red Ale,North American Ale,Trailhead Brewing Company,921 South Riverside Drive,Saint Charles,Missouri,United States,"38.7745,-90.484","",38.7745,-90.484,0,0,"Name: Red Amber Ale, Brewery: Trailhead Brewing Company, ABV: 0, IBU: 0",Name: Red Amber Ale,ABV: 0,IBU: 0
Porter,2197,854,2,25,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,Porter,Irish Ale,Mickey Finn's Brewery,412 North Milwaukee Avenue,Libertyville,Illinois,United States,"42.2872,-87.9538","",42.2872,-87.9538,0,0,"Name: Porter, Brewery: Mickey Finn's Brewery, ABV: 0, IBU: 0",Name: Porter,ABV: 0,IBU: 0
Capital Kloster Weizen,2228,338,4,50,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,South German-Style Hefeweizen,German Ale,Capital Brewery,7734 Terrace Avenue,Middleton,Wisconsin,United States,"43.0949,-89.5163",http://www.capital-brewery.com/,43.0949,-89.5163,0,0,"Name: Capital Kloster Weizen, Brewery: Capital Brewery, ABV: 0, IBU: 0",Name: Capital Kloster Weizen,ABV: 0,IBU: 0
Original ESB,2308,416,-1,-1,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Crooked River Brewing,"",Cleveland,Ohio,United States,"41.4995,-81.6954","",41.4995,-81.6954,0,0,"Name: Original ESB, Brewery: Crooked River Brewing, ABV: 0, IBU: 0",Name: Original ESB,ABV: 0,IBU: 0
La Quintine Blonde,2332,191,-1,-1,8,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Brasserie Ellezelloise,Rue Guinaumont 75,Ellezelles,Hainaut,Belgium,"50.7428,3.6875","",50.7428,3.6875,0,8,"Name: La Quintine Blonde, Brewery: Brasserie Ellezelloise, ABV: 8, IBU: 0",Name: La Quintine Blonde,ABV: 8,IBU: 0
Doppel Bock,2430,162,7,90,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,Traditional German-Style Bock,German Lager,Boundary Bay Brewery and Bistro,1107 Railroad Avenue,Bellingham,Washington,United States,"48.7475,-122.481","",48.7475,-122.481,0,0,"Name: Doppel Bock, Brewery: Boundary Bay Brewery and Bistro, ABV: 0, IBU: 0",Name: Doppel Bock,ABV: 0,IBU: 0
Capital Weizen Doppelbock,2635,338,4,55,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,South German-Style Weizenbock,German Ale,Capital Brewery,7734 Terrace Avenue,Middleton,Wisconsin,United States,"43.0949,-89.5163",http://www.capital-brewery.com/,43.0949,-89.5163,0,0,"Name: Capital Weizen Doppelbock, Brewery: Capital Brewery, ABV: 0, IBU: 0",Name: Capital Weizen Doppelbock,ABV: 0,IBU: 0
